epoch,loss,duration,gpus
1,6.8700785636901855,21.088649034500122,1
2,5.966055393218994,20.454896926879883,1
3,5.534006118774414,20.53895401954651,1
4,5.222138404846191,20.350882053375244,1
5,4.9708051681518555,20.61106586456299,1
6,4.7551493644714355,20.746872663497925,1
7,4.565506458282471,20.827165603637695,1
8,4.395505428314209,20.530364751815796,1
9,4.241692066192627,20.530824184417725,1
10,4.0993170738220215,20.54688835144043,1
11,3.972877025604248,20.494940996170044,1
12,3.8550922870635986,20.679131269454956,1
13,3.746793031692505,19.950891733169556,1
14,3.6507318019866943,20.406816005706787,1
15,3.5564162731170654,20.166837453842163,1
16,3.4742331504821777,20.582821130752563,1
17,3.395678758621216,20.41466522216797,1
18,3.323164939880371,19.494971752166748,1
19,3.2555172443389893,20.18698287010193,1
20,3.192500352859497,19.40276789665222,1
21,3.1339900493621826,19.595028162002563,1
22,3.077204465866089,20.398831129074097,1
23,3.026897668838501,19.562621593475342,1
24,2.977447748184204,20.795085668563843,1
25,2.931628465652466,20.65441346168518,1
